"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","state_short","state_long"
"UT","Rich County","19","413","587","329",1.4,30.6,43.5,24.4,"UT","Utah"
"UT","Salt Lake County","67,200","159,716","232,915","242,173",9.6,22.8,33.2,34.5,"UT","Utah"
"UT","San Juan County","1,440","2,715","3,092","1,635",16.2,30.6,34.8,18.4,"UT","Utah"
"UT","Sanpete County","1,772","4,748","7,393","3,219",10.3,27.7,43.2,18.8,"UT","Utah"
"UT","Sevier County","1,313","4,320","5,181","2,226",10.1,33.1,39.7,17.1,"UT","Utah"
"UT","Summit County","1,381","4,029","6,585","14,849",5.1,15,24.5,55.3,"UT","Utah"
"UT","Tooele County","3,386","11,348","14,141","8,613",9,30.3,37.7,23,"UT","Utah"
"UT","Uintah County","2,896","7,345","7,568","3,080",13.9,35.2,36.2,14.7,"UT","Utah"
"UT","Utah County","16,874","47,202","109,272","116,085",5.8,16.3,37.8,40.1,"UT","Utah"
"UT","Wasatch County","895","3,706","6,166","7,364",4.9,20.4,34,40.6,"UT","Utah"
"UT","Washington County","7,654","23,856","42,537","28,437",7.5,23.3,41.5,27.7,"UT","Utah"
"UT","Wayne County","213","404","765","466",11.5,21.9,41.4,25.2,"UT","Utah"
"UT","Weber County","14,736","44,927","56,582","36,354",9.7,29.4,37.1,23.8,"UT","Utah"
"VT","Vermont","32,707","128,172","114,710","164,106",7.4,29.2,26.1,37.3,"VT","Vermont"
"VT","Addison County","1,809","7,767","6,524","9,325",7.1,30.5,25.7,36.7,"VT","Vermont"
"VT","Bennington County","2,079","7,495","6,868","9,145",8.1,29.3,26.8,35.7,"VT","Vermont"
"VT","Caledonia County","1,962","7,805","5,801","6,079",9.1,36.1,26.8,28.1,"VT","Vermont"
"VT","Chittenden County","6,285","20,373","25,728","53,882",5.9,19.2,24.2,50.7,"VT","Vermont"
"VT","Essex County","669","2,145","1,165","737",14.2,45.5,24.7,15.6,"VT","Vermont"
"VT","Franklin County","3,150","13,006","9,842","8,081",9.2,38.2,28.9,23.7,"VT","Vermont"
"VT","Grand Isle County","298","1,465","1,409","2,048",5.7,28.1,27,39.2,"VT","Vermont"
"VT","Lamoille County","1,301","4,437","5,324","6,589",7.4,25.1,30.2,37.3,"VT","Vermont"
"VT","Orange County","1,731","7,489","5,739","6,154",8.2,35.5,27.2,29.1,"VT","Vermont"
"VT","Orleans County","2,452","7,546","5,439","4,261",12.4,38.3,27.6,21.6,"VT","Vermont"
"VT","Rutland County","3,308","15,078","11,566","13,031",7.7,35.1,26.9,30.3,"VT","Vermont"
"VT","Washington County","2,741","11,410","10,325","17,339",6.6,27.3,24.7,41.5,"VT","Vermont"
"VT","Windham County","2,101","9,616","7,815","12,288",6.6,30.2,24.6,38.6,"VT","Vermont"
"VT","Windsor County","2,821","12,540","11,165","15,147",6.8,30.1,26.8,36.3,"VT","Vermont"
"VA","Virginia","612,820","1,381,080","1,549,589","2,186,863",10.7,24.1,27,38.2,"VA","Virginia"
"VA","Accomack County","4,419","9,155","5,645","4,376",18.7,38.8,23.9,18.5,"VA","Virginia"
"VA","Albemarle County","6,200","11,913","15,288","38,487",8.6,16.6,21.3,53.5,"VA","Virginia"
"VA","Alleghany County","1,626","4,507","3,407","1,736",14.4,40,30.2,15.4,"VA","Virginia"
"VA","Amelia County","1,487","3,536","2,571","1,436",16.5,39.2,28.5,15.9,"VA","Virginia"
"VA","Amherst County","3,348","8,062","6,842","4,342",14.8,35.7,30.3,19.2,"VA","Virginia"
"VA","Appomattox County","1,758","3,824","3,315","2,192",15.9,34.5,29.9,19.8,"VA","Virginia"
"VA","Arlington County","10,258","14,027","19,594","128,610",5.9,8.1,11.4,74.6,"VA","Virginia"
"VA","Augusta County","6,843","20,757","13,972","12,796",12.6,38.2,25.7,23.5,"VA","Virginia"
"VA","Bath County","434","1,395","1,047","504",12.8,41.3,31,14.9,"VA","Virginia"
"VA","Bedford County","5,735","17,665","16,702","16,267",10.2,31.3,29.6,28.9,"VA","Virginia"
"VA","Bland County","421","1,980","1,702","865",8.5,39.9,34.3,17.4,"VA","Virginia"
"VA","Botetourt County","1,784","7,829","7,674","6,965",7.4,32.3,31.6,28.7,"VA","Virginia"
"VA","Brunswick County","2,575","4,600","3,333","1,756",21,37.5,27.2,14.3,"VA","Virginia"
"VA","Buchanan County","4,946","6,017","3,929","1,760",29.7,36.1,23.6,10.6,"VA","Virginia"
"VA","Buckingham County","2,768","5,499","2,865","1,417",22.1,43.8,22.8,11.3,"VA","Virginia"
"VA","Campbell County","5,570","12,528","12,681","8,946",14,31.5,31.9,22.5,"VA","Virginia"
"VA","Caroline County","2,947","7,675","5,757","4,113",14.4,37.5,28.1,20.1,"VA","Virginia"
"VA","Carroll County","4,253","8,033","6,949","2,907",19.2,36.3,31.4,13.1,"VA","Virginia"
"VA","Charles City County","1,162","2,099","1,441","720",21.4,38.7,26.6,13.3,"VA","Virginia"
"VA","Charlotte County","1,366","3,705","2,555","870",16.1,43.6,30.1,10.2,"VA","Virginia"
"VA","Chesterfield County","18,045","53,125","65,449","90,529",7.9,23.4,28.8,39.9,"VA","Virginia"
"VA","Clarke County","1,156","2,953","2,813","3,281",11.3,28.9,27.6,32.2,"VA","Virginia"
"VA","Craig County","293","1,686","1,211","722",7.5,43.1,31,18.5,"VA","Virginia"
"VA","Culpeper County","4,971","10,172","10,220","8,332",14.8,30.2,30.3,24.7,"VA","Virginia"
"VA","Cumberland County","1,322","2,433","1,992","1,216",19,34.9,28.6,17.5,"VA","Virginia"
"VA","Dickenson County","2,680","4,066","3,111","1,091",24.5,37.1,28.4,10,"VA","Virginia"
"VA","Dinwiddie County","3,301","7,551","5,856","3,468",16.4,37.4,29,17.2,"VA","Virginia"
"VA","Essex County","1,346","2,945","2,233","1,291",17.2,37.7,28.6,16.5,"VA","Virginia"
"VA","Fairfax County","61,178","99,667","141,719","475,312",7.9,12.8,18.2,61.1,"VA","Virginia"
"VA","Fauquier County","3,698","12,716","14,046","17,066",7.8,26.8,29.6,35.9,"VA","Virginia"
"VA","Floyd County","1,666","3,852","3,430","2,562",14.5,33.5,29.8,22.3,"VA","Virginia"
"VA","Fluvanna County","1,714","4,610","6,201","6,597",9,24.1,32.4,34.5,"VA","Virginia"
"VA","Franklin County","5,311","14,203","12,885","8,372",13,34.8,31.6,20.5,"VA","Virginia"
"VA","Frederick County","6,654","19,089","16,374","16,432",11.4,32.6,28,28.1,"VA","Virginia"
"VA","Giles County","1,432","4,546","3,949","2,208",11.8,37.5,32.5,18.2,"VA","Virginia"
"VA","Gloucester County","2,938","8,942","8,902","6,152",10.9,33.2,33.1,22.8,"VA","Virginia"
"VA","Goochland County","1,535","4,324","4,380","6,598",9.1,25.7,26,39.2,"VA","Virginia"
"VA","Grayson County","2,145","4,745","3,596","1,495",17.9,39.6,30,12.5,"VA","Virginia"
"VA","Greene County","1,834","4,145","3,771","3,745",13.6,30.7,27.9,27.8,"VA","Virginia"
"VA","Greensville County","2,113","3,625","2,290","793",24,41.1,26,9,"VA","Virginia"
"VA","Halifax County","4,514","9,235","7,259","3,973",18.1,37,29.1,15.9,"VA","Virginia"
"VA","Hanover County","4,983","18,366","20,352","28,158",6.9,25.6,28.3,39.2,"VA","Virginia"
"VA","Henrico County","19,203","48,836","60,184","96,491",8.5,21.7,26.8,42.9,"VA","Virginia"
"VA","Henry County","8,015","12,967","12,026","4,839",21.2,34.3,31.8,12.8,"VA","Virginia"
"VA","Highland County","245","668","525","431",13.1,35.7,28.1,23.1,"VA","Virginia"
"VA","Isle of Wight County","3,282","7,060","8,455","7,365",12.5,27,32.3,28.2,"VA","Virginia"
"VA","James City County","2,674","9,991","14,330","26,564",5,18.7,26.8,49.6,"VA","Virginia"
"VA","King and Queen County","726","2,055","1,385","1,027",14,39.6,26.7,19.8,"VA","Virginia"
"VA","King George County","1,109","4,783","5,277","5,915",6.5,28,30.9,34.6,"VA","Virginia"
"VA","King William County","1,160","4,113","3,796","2,329",10.2,36.1,33.3,20.4,"VA","Virginia"
"VA","Lancaster County","952","2,603","2,371","2,647",11.1,30.4,27.7,30.9,"VA","Virginia"
"VA","Lee County","4,370","6,086","5,477","2,041",24.3,33.9,30.5,11.4,"VA","Virginia"
"VA","Loudoun County","15,975","30,489","50,103","149,720",6.5,12.4,20.3,60.8,"VA","Virginia"
"VA","Louisa County","4,070","8,714","6,890","6,026",15.8,33.9,26.8,23.4,"VA","Virginia"
"VA","Lunenburg County","2,023","3,591","2,463","953",22.4,39.8,27.3,10.6,"VA","Virginia"
"VA","Madison County","1,230","3,398","2,548","2,285",13,35.9,26.9,24.2,"VA","Virginia"
"VA","Mathews County","643","2,189","2,099","1,915",9.4,32,30.7,28,"VA","Virginia"
"VA","Mecklenburg County","4,419","7,246","6,929","4,180",19.4,31.8,30.4,18.4,"VA","Virginia"
"VA","Middlesex County","1,154","2,655","2,633","1,797",14,32.2,32,21.8,"VA","Virginia"
"VA","Montgomery County","4,161","12,352","13,589","25,414",7.5,22.2,24.5,45.8,"VA","Virginia"
"VA","Nelson County","1,614","3,529","2,473","3,596",14.4,31.5,22.1,32.1,"VA","Virginia"
"VA","New Kent County","1,099","5,023","4,765","4,316",7.2,33,31.3,28.4,"VA","Virginia"
"VA","Northampton County","1,559","3,144","2,166","1,888",17.8,35.9,24.7,21.6,"VA","Virginia"
"VA","Northumberland County","920","3,176","2,917","2,794",9.4,32.4,29.7,28.5,"VA","Virginia"
"VA","Nottoway County","2,399","4,176","3,030","1,401",21.8,37.9,27.5,12.7,"VA","Virginia"
"VA","Orange County","2,904","8,726","7,325","6,070",11.6,34.9,29.3,24.3,"VA","Virginia"
"VA","Page County","3,223","7,659","4,017","2,408",18.6,44.3,23.2,13.9,"VA","Virginia"
"VA","Patrick County","2,794","4,725","4,141","1,880",20.6,34.9,30.6,13.9,"VA","Virginia"
"VA","Pittsylvania County","8,121","15,953","14,840","6,299",18,35.3,32.8,13.9,"VA","Virginia"
"VA","Powhatan County","2,059","6,399","6,565","6,085",9.8,30.3,31.1,28.8,"VA","Virginia"
"VA","Prince Edward County","1,715","4,207","3,324","3,620",13.3,32.7,25.8,28.1,"VA","Virginia"
"VA","Prince George County","2,642","8,581","8,773","6,314",10,32.6,33.3,24,"VA","Virginia"
"VA","Prince William County","33,425","60,278","80,615","116,826",11.5,20.7,27.7,40.1,"VA","Virginia"
"VA","Pulaski County","3,520","8,348","8,712","4,969",13.8,32.7,34.1,19.4,"VA","Virginia"
"VA","Rappahannock County","609","1,583","1,507","1,813",11,28.7,27.3,32.9,"VA","Virginia"
"VA","Richmond County","1,179","2,600","1,869","1,049",17.6,38.8,27.9,15.7,"VA","Virginia"
"VA","Roanoke County","5,237","17,130","21,444","23,361",7.8,25.5,31.9,34.8,"VA","Virginia"
"VA","Rockbridge County","2,290","5,673","4,481","4,483",13.5,33.5,26.5,26.5,"VA","Virginia"
"VA","Rockingham County","8,960","18,901","12,398","14,060",16.5,34.8,22.8,25.9,"VA","Virginia"
"VA","Russell County","4,174","7,283","6,001","2,732",20.7,36.1,29.7,13.5,"VA","Virginia"
"VA","Scott County","3,098","6,115","4,865","2,363",18.8,37.2,29.6,14.4,"VA","Virginia"
"VA","Shenandoah County","4,041","11,694","8,853","6,177",13.1,38,28.8,20.1,"VA","Virginia"
"VA","Smyth County","3,831","8,583","7,007","3,248",16.9,37.9,30.9,14.3,"VA","Virginia"
"VA","Southampton County","2,112","4,005","4,716","2,350",16,30.4,35.8,17.8,"VA","Virginia"
"VA","Spotsylvania County","8,555","25,750","25,304","27,411",9.8,29.6,29.1,31.5,"VA","Virginia"
"VA","Stafford County","5,815","20,648","28,786","36,557",6.3,22.5,31.4,39.8,"VA","Virginia"
"VA","Surry County","661","1,694","1,640","854",13.6,34.9,33.8,17.6,"VA","Virginia"
"VA","Sussex County","2,076","3,576","1,878","1,082",24.1,41.5,21.8,12.6,"VA","Virginia"
"VA","Tazewell County","5,783","11,151","9,088","4,697",18.8,36.3,29.6,15.3,"VA","Virginia"
"VA","Warren County","3,721","9,769","7,936","5,745",13.7,36,29.2,21.1,"VA","Virginia"
"VA","Washington County","5,994","13,236","11,733","8,981",15,33.1,29.4,22.5,"VA","Virginia"
"VA","Westmoreland County","1,834","4,295","4,351","2,676",13.9,32.6,33.1,20.3,"VA","Virginia"
"VA","Wise County","6,946","8,459","8,181","4,007",25.2,30.7,29.6,14.5,"VA","Virginia"
"VA","Wythe County","2,954","8,113","6,156","3,918",14,38.4,29.1,18.5,"VA","Virginia"
"VA","York County","2,555","8,217","13,969","20,606",5.6,18.1,30.8,45.4,"VA","Virginia"
"VA","Alexandria city","8,872","14,216","21,840","73,626",7.5,12,18.4,62.1,"VA","Virginia"
"VA","Bristol city","1,967","3,676","3,535","2,915",16.3,30.4,29.2,24.1,"VA","Virginia"
"VA","Buena Vista city","714","1,594","1,131","651",17.5,39,27.7,15.9,"VA","Virginia"
"VA","Charlottesville city","2,728","5,622","5,928","15,847",9.1,18.7,19.7,52.6,"VA","Virginia"
"VA","Chesapeake city","12,452","39,841","55,168","51,624",7.8,25,34.7,32.5,"VA","Virginia"
"VA","Colonial Heights city","1,117","3,934","4,323","2,835",9.1,32.2,35.4,23.2,"VA","Virginia"
"VA","Covington city","552","1,746","1,122","616",13.7,43.3,27.8,15.3,"VA","Virginia"
